"age","citations_t0","citations_t5","female","grant_success","normalised_score"
10,19,34,0,0,18.3
10,40,39,1,0,11.7
8,45,92,0,0,5.5
9,34,12,1,1,-30.2
8,34,17,0,1,-18.8
15,60,70,0,0,-6
9,71,84,0,0,-6.5
9,35,0,0,1,-35
8,33,42,0,1,-22.9
13,40,78,0,1,-31.1
8,31,36,1,0,29.7
17,38,45,0,1,-30.6
9,44,21,0,0,47.2
7,9,7,0,1,12.6
12,35,63,0,0,-10.4
11,14,4,0,1,-37.8
4,32,21,0,0,12.4
8,22,18,1,1,-13
15,41,38,0,0,17.1
14,44,38,0,1,-13.6
10,30,46,1,1,-26.6
10,43,60,0,0,16.5
6,50,58,0,1,18.8
5,28,28,0,1,-19.5
14,28,74,0,1,-52.3
11,47,62,1,0,15.3
11,25,12,0,1,-1.6
9,18,21,0,0,-3.5
17,52,64,0,1,-28.1
12,46,55,0,1,1.1
15,29,18,0,0,-9
12,38,37,0,1,-23.1
9,60,79,0,0,-6.8
8,8,0,0,1,11.3
11,15,64,0,0,21.9
5,50,50,1,0,24.3
10,17,38,0,1,-13.5
13,28,22,1,1,-11.2
7,39,42,0,1,-18.6
9,25,4,0,1,-24.5
15,54,68,0,0,17.8
10,29,51,1,0,-11.6
7,32,36,0,0,0.8
15,32,37,1,0,1.2
6,23,7,0,1,-37.5
10,23,33,0,0,-0.6
10,36,29,0,1,-30.6
7,37,65,0,1,-12.4
9,43,94,0,0,32.5
12,28,28,0,1,10.7
10,17,2,0,1,-27.6
11,31,41,0,1,-21
11,34,79,0,1,2.8
8,32,5,0,1,-34.8
9,40,73,1,0,8.9
6,19,6,0,1,22.4
10,58,108,0,0,20.2
9,48,52,1,1,-15.9
7,59,105,1,0,31.5
6,31,49,0,0,13.5
7,27,70,0,0,46.2
10,35,55,0,1,4.1
9,24,30,0,0,-11.6
14,38,55,1,0,-3.8
7,47,105,0,0,1.2
13,61,72,1,1,-46
6,36,32,0,0,13.3
6,41,64,1,0,41.7
6,48,45,0,0,15.7
6,29,11,0,1,-3.8
14,51,98,0,0,30.8
9,27,15,0,1,-15.6
14,50,82,0,1,-11.6
16,46,39,0,1,-41.3
8,53,65,1,0,31.6
4,8,0,0,0,40.1
17,25,12,0,0,44.1
12,30,7,0,1,-8.5
9,31,3,0,1,-17.7
7,40,44,0,0,20.6
5,21,0,1,1,-7
9,14,0,0,1,-4.3
9,39,62,0,1,-1.5
13,61,84,0,1,-1
11,69,84,0,1,12.8
8,29,23,0,0,-2.8
11,36,37,0,0,35.4
6,45,54,0,1,-6.3
6,39,46,0,0,23.2
6,50,27,0,0,2.9
10,47,37,0,1,7.4
8,46,62,0,0,24.8
11,37,69,1,1,-11.2
14,31,35,0,1,-36.8
11,21,8,0,0,4.4
16,57,53,0,1,-44.8
7,25,0,0,0,12.4
9,60,74,0,0,22.6
10,44,71,0,0,35.7
7,17,0,0,0,50.4
4,0,0,0,1,-3.7
15,50,99,0,1,-26.2
8,30,14,0,1,-21.4
5,47,49,0,0,41.5
8,24,1,1,0,-23.8
9,41,30,0,1,-20.6
6,10,20,0,1,-41.6
10,74,92,1,0,1.5
11,45,62,0,1,-20.3
6,28,22,0,1,-8.9
7,27,10,0,1,11.7
6,31,13,0,0,54
11,36,49,0,1,-7.3
7,34,48,1,0,10.6
10,31,71,0,1,-8.3
14,46,38,0,0,35.7
13,54,48,1,0,34.4
10,48,63,0,1,-11.6
10,39,51,0,0,16.4
8,44,61,0,0,7.9
8,55,103,0,0,10.1
15,48,34,0,1,-6.6
11,36,49,0,1,9.2
10,14,0,0,1,-19.8
13,35,85,0,1,-14.8
13,39,43,0,0,-10.5
9,16,66,0,0,21.3
8,30,0,0,1,-10.1
8,30,43,0,0,-2.2
9,42,37,0,0,-0.4
10,0,0,0,1,1
2,35,33,0,1,-0.5
11,36,61,0,1,-37.8
8,38,23,0,0,3.8
9,35,50,0,0,7.5
12,42,56,0,1,-11.6
12,34,30,0,1,-6.6
9,55,57,0,0,6.8
9,34,27,0,0,10.9
8,19,0,0,1,-24.3
8,20,0,0,1,13.2
4,56,86,0,0,-13.6
7,42,64,1,0,0.6
11,23,14,1,1,-16.5
11,44,38,0,1,-47.6
6,15,20,0,1,-40.7
7,27,12,0,0,12.3
14,35,21,0,0,23.7
1,20,25,0,0,23.6
8,35,65,0,1,-7.4
8,36,55,1,0,44.2
9,12,0,0,1,-18.7
9,35,15,0,1,-7.7
15,19,0,1,0,-2.8
6,26,49,0,1,-35.4
9,25,55,0,1,-25.5
15,47,76,0,1,-8.3
8,19,16,0,0,3.5
6,23,59,1,0,17.3
5,29,10,0,1,-15.2
11,17,38,0,0,-5.9
7,33,30,1,0,0.9
10,32,25,0,1,23.6
7,22,0,0,1,-18.8
4,37,61,0,0,27.2
10,9,0,0,1,-3.6
8,48,79,0,1,-13.1
11,30,33,0,0,17.9
12,31,14,0,0,-33
12,38,46,0,1,-12.6
4,19,9,0,1,-4.7
8,32,44,0,0,26.4
4,47,59,0,0,-2.2
10,43,22,1,1,-25
8,16,6,0,0,30.8
11,40,62,0,1,1.3
7,42,70,0,0,-0.3
9,29,44,0,0,-3.7
12,45,68,1,1,-38.3
11,33,11,0,0,3.6
10,3,0,0,1,-10.6
9,13,5,0,0,28
14,58,43,0,1,-10.9
10,36,31,0,0,15.8
11,0,5,0,1,-19.7
3,26,48,0,0,16.8
3,9,0,0,1,5.7
8,33,72,0,1,10.7
6,31,53,0,1,12.4
12,29,0,0,0,-0.8
9,62,38,1,0,16.2
10,53,67,0,1,9.5
10,34,32,0,0,17.7
7,9,7,0,0,12.6
8,39,35,0,0,4.8
9,56,33,0,1,2.8
5,16,0,1,1,19.8
8,21,42,0,0,40.6
13,47,99,0,0,14.4
13,37,12,0,1,5.6
13,39,27,0,1,-21.3
6,33,54,0,0,32.8
11,21,6,1,0,12.8
9,39,51,0,0,42
9,7,0,0,1,1.2
11,31,31,0,0,-1
14,50,38,0,1,-60.6
7,37,50,0,0,65.2
14,34,40,0,0,3.4
10,26,31,0,1,13.2
12,40,37,0,0,19.7
10,23,60,0,1,-2.2
15,24,27,0,1,-5.5
10,37,24,1,1,-27.6
13,39,43,0,0,2.3
9,39,60,0,0,18.1
10,35,16,0,1,-24.4
9,41,33,0,0,1.8
8,30,22,0,0,15.6
11,72,81,0,0,36.2
14,35,40,1,1,-12.2
5,6,17,0,0,16.7
11,15,17,0,1,-33.2
7,35,46,0,1,-2.2
9,55,75,1,1,-19.4
8,20,79,1,0,17.8
8,49,91,1,0,10.5
10,7,3,1,0,34.8
11,44,21,1,1,16.5
6,21,28,0,1,-9.5
12,15,0,0,1,1.6
4,26,49,0,0,70.5
10,26,0,0,1,-30
8,5,0,0,1,2.3
8,88,130,0,1,-9.3
12,38,36,0,1,-14.5
5,35,31,0,1,-1.2
8,53,45,0,0,36.3
8,50,63,1,1,-10.5
14,37,55,0,0,-5.8
8,36,61,0,1,-3.7
12,36,58,0,0,43.9
10,16,33,0,0,30.7
14,49,74,0,1,-21.2
9,29,53,0,1,-1
1,20,33,0,0,56
11,27,38,0,0,17.3
10,0,0,0,1,-25.9
10,69,111,0,0,17.5
11,25,24,0,0,-2.4
10,14,0,0,1,-44.6
7,40,71,0,0,15.8
11,64,64,0,1,-9.8
12,51,54,1,1,2.5
11,33,29,1,0,-2.9
5,47,75,0,1,-22.9
3,23,29,1,0,-12.6
5,40,68,0,1,-3.4
12,42,54,0,0,16.5
11,38,34,0,1,-35.1
9,46,49,0,1,-1.7
12,36,42,0,0,-12.8
13,33,34,0,1,-56.5
11,28,44,0,1,1.1
15,41,22,1,0,-3.7
8,18,8,0,0,0.9
12,21,22,0,1,-28.5
9,59,112,0,0,13.1
10,18,0,0,0,9.9
11,41,71,0,1,-9.8
9,44,65,0,1,-29.5
11,22,35,0,1,-17.4
10,47,59,0,1,-11.4
10,33,80,1,0,4
8,23,18,0,1,-5
9,41,19,0,1,-6.4
6,41,59,0,0,7
7,30,0,1,1,-32.6
7,55,59,0,1,2.7
9,47,80,0,0,-5.5
5,7,0,0,0,-7.3
10,37,70,0,0,9.1
8,20,1,0,1,-2.7
10,41,50,1,1,-14.4
15,68,70,0,1,-39.8
14,31,40,0,1,-10.7
16,32,0,0,1,-0.2
9,25,60,0,0,11.6
13,41,69,1,0,8.7
10,43,57,1,1,-9.3
10,57,70,0,0,-9.3
8,28,5,0,1,12.2
14,7,0,0,1,-18.2
10,45,72,0,0,19.1
8,48,65,0,0,-8.9
6,13,0,0,0,22.8
6,32,8,0,1,-8.6
14,54,43,0,0,45.6
12,40,63,1,1,2.5
8,40,45,0,0,31.1
12,37,61,0,0,20.4
9,42,15,1,1,-42.8
13,21,0,0,1,-4.2
10,40,7,0,1,-33.2
9,17,10,0,1,10.2
8,44,39,0,0,17.6
7,28,36,0,1,-6.9
8,0,0,0,0,16.5
6,64,58,0,1,-10
6,56,49,1,0,30.8
17,42,67,1,1,-48.1
13,30,36,0,1,-16.6
9,43,56,0,1,-6.6
10,5,0,0,1,-37.7
8,29,43,0,1,-19.8
13,39,30,1,0,-3.1
10,25,0,0,1,-9.2
8,23,33,1,1,-9.7
10,64,86,0,1,-6.4
4,27,22,0,1,2
12,5,6,0,1,-18.9
15,44,38,0,1,9.6
9,28,28,0,1,1.2
10,48,84,0,1,14.8
11,46,31,0,1,-6.9
14,31,11,0,1,-49
13,44,48,1,1,-1.2
12,35,48,0,1,-14.4
12,41,47,1,0,19.2
11,46,40,0,0,49.6
14,33,54,0,0,6.4
10,42,35,0,1,-46.5
10,47,60,1,0,11
12,45,49,1,0,8.1
10,17,52,0,1,-6.5
8,47,51,0,0,28.2
4,24,0,0,1,13.9
9,29,6,0,1,-44.7
5,4,0,0,0,-2.3
8,21,8,0,1,-39.2
7,35,34,0,1,26.5
6,38,32,0,0,5.6
15,34,51,0,1,-32.5
8,44,74,1,0,-0.1
4,32,20,0,0,9.5
8,24,33,0,1,22.9
5,45,89,0,0,12
12,35,24,0,1,5.9
11,17,7,0,0,17.1
5,30,40,0,1,22.5
11,28,46,0,0,2.8
9,44,35,1,0,3.4
5,19,32,1,0,5.6
8,31,37,1,0,41.3
10,18,17,0,1,-21.9
11,49,50,0,0,46.8
18,66,101,0,1,-8.7
6,13,34,0,0,25
5,11,0,0,1,-28.4
9,49,54,0,0,-10.2
12,29,10,0,0,-7.7
9,39,26,0,1,18.6
15,49,40,0,1,9
12,49,78,1,0,28.4
10,22,1,0,0,9.9
9,29,0,0,0,18.6
10,48,57,1,0,-1.7
16,49,65,0,0,33.6
10,52,85,1,1,-30.7
10,32,22,0,1,-33.7
7,27,45,0,1,-23.7
13,29,32,0,0,-1.5
12,36,28,0,1,-43.6
8,24,35,0,0,31.7
13,45,47,0,1,-31.8
7,25,17,0,0,25.7
9,51,70,0,0,-0.9
10,44,59,1,0,16.6
9,30,42,0,0,21.1
13,48,78,0,0,4.7
10,71,113,0,1,-35.5
9,7,1,1,1,-45.4
11,42,39,1,1,-23.3
8,27,17,0,0,8.7
3,27,53,0,0,46.3
12,25,16,0,1,-9.1
8,27,0,1,0,-23.2
12,48,88,1,1,-15.8
11,42,65,1,1,-19
12,52,83,1,1,-4.7
12,36,41,0,0,-6.7
8,35,27,0,0,15.1
8,49,92,0,0,9.2
10,43,44,0,0,48.5
9,52,68,0,1,-15.5
9,32,1,0,0,-10.6
5,40,30,1,0,5.2
12,38,53,0,1,-52.7
15,55,71,0,0,23
9,19,0,0,0,27.8
6,44,61,0,0,10.5
10,41,52,1,1,-54.4
11,37,24,0,1,-22.2
12,37,34,1,1,-5.9
5,65,79,0,1,-27.2
11,32,6,0,1,-20.6
5,35,57,1,1,16.7
11,57,56,0,1,-14.6
7,62,78,1,0,24.5
4,36,55,0,0,24.3
11,35,16,0,0,0.1
12,37,49,0,0,-2.5
12,34,21,0,0,6
11,36,27,0,0,14.1
8,32,46,1,0,35.2
8,29,19,0,0,-6.4
12,32,26,0,0,-0.2
8,10,22,0,0,0.4
10,34,10,0,1,-15.1
12,47,22,0,0,-8.1
7,8,11,0,1,12.4
11,8,0,0,1,-9.7
10,9,0,1,1,-15.1
8,33,23,1,1,-5
9,41,36,0,1,4.3
16,46,27,0,1,-21.7
10,31,62,0,0,-7.4
10,23,14,0,0,-13.9
8,36,52,0,0,19.8
9,41,71,1,1,-18.7
14,34,33,0,0,-7.5
11,56,50,0,0,61.7
7,34,29,0,0,9.3
14,63,78,0,0,29.4
11,45,57,0,0,16.2
7,47,73,0,1,7.9
9,37,56,0,1,-18.8
8,52,83,1,0,-7.9
5,46,45,0,0,30.8
8,45,63,1,1,-31
10,36,27,0,0,22
5,45,59,1,0,25.7
10,50,49,0,1,-2.8
12,45,78,0,0,6
12,13,0,0,1,-3.5
12,30,47,1,0,27.1
14,42,75,0,1,-7.5
8,26,33,0,1,9.2
10,29,30,1,1,-7.1
10,15,24,0,0,2.7
6,33,36,0,0,2.3
7,29,16,0,1,-15.5
7,15,6,0,1,-17.3
14,7,0,0,1,-2.4
12,56,96,0,0,-0.2
14,44,77,0,0,18.9
6,13,6,0,1,-7.1
10,28,22,0,0,20.4
7,38,50,0,1,-1.4
10,29,20,0,0,13.6
11,49,80,0,0,19.5
8,34,49,1,1,11.2
1,36,81,1,0,5.7
6,35,17,0,0,7.5
11,47,92,0,1,-29
8,37,31,0,0,30.8
7,15,0,0,1,-4.7
9,13,0,0,0,28.7
8,18,36,0,1,-25.1
9,35,65,0,1,-2.2
10,45,50,0,0,9.7
11,12,23,0,1,6.6
6,51,63,1,1,-37.9
7,41,92,0,1,-8.1
11,62,110,0,1,-30.5
13,66,87,1,1,-29.3
12,36,22,0,0,32.1
12,33,2,0,1,-20.7
8,30,68,0,0,21.4
11,41,20,0,1,-31.8
9,19,12,0,0,-14.6
12,24,5,0,0,-3.1
14,53,56,0,0,-11
8,19,15,0,0,32.5
11,32,36,0,0,15.9
10,47,48,0,0,27.1
11,36,27,1,1,-3.7
8,24,37,0,1,-13.2
18,37,53,1,1,-33
5,13,8,0,0,-7.7
9,30,50,0,1,30.2
11,39,14,0,0,13.1
12,23,0,0,1,-10.3
8,25,33,0,0,1
8,22,0,0,0,35
8,38,38,0,1,-30.3
11,40,79,1,0,-6.5
10,46,73,0,0,-7.4
12,0,0,1,1,-38.3
13,70,67,0,0,11.1
14,29,29,0,1,-25.1
7,29,44,0,1,-0.1
13,39,86,0,1,-12
2,35,2,0,1,-15
9,24,26,0,1,-25.2
15,67,59,0,1,-3.3
7,44,61,0,0,7.4
9,39,55,1,0,-15.6
10,15,19,0,1,-32.1
7,40,62,0,1,-3.2
8,22,0,0,0,13.7
9,16,64,0,0,13.8
10,26,41,0,0,14.4
7,21,20,0,1,15.9
14,39,54,0,1,-21.2
12,16,0,1,1,-11.8
6,24,44,0,0,3
9,33,50,0,0,31.7
10,10,3,1,1,-17.7
14,41,20,1,1,-25.7
8,14,1,0,0,30.5
8,30,33,0,1,6.3
10,25,11,1,0,6.2
5,24,51,0,1,-23
9,49,66,0,0,39.7
8,55,90,0,1,-27.6
7,30,61,1,1,-19.9
8,44,37,0,0,18.8
11,28,38,0,1,-10.4
11,49,42,0,1,3.4
9,42,77,1,0,54.7
11,24,4,0,1,-34.9
14,63,78,0,1,-24.2
9,32,66,0,1,15.8
12,8,0,0,0,-13
13,25,24,0,1,-3.1
6,32,36,0,1,-17.4
4,19,0,0,0,17.6
10,30,14,0,1,-1.5
11,23,1,0,0,22
8,38,36,0,0,0.1
17,64,56,0,0,4
6,44,56,1,1,8.4
10,24,0,0,0,31.7
5,43,23,0,1,-40.5
11,44,53,0,0,22.4
6,32,40,0,0,2.6
14,48,49,1,0,28.3
7,28,33,0,0,11.1
9,51,59,1,0,-0.6
10,40,6,0,1,-10.6
10,16,0,0,0,24.8
6,48,84,1,0,26.7
16,37,1,1,0,1.5
7,2,0,0,1,-3.1
13,12,9,0,1,-16.6
8,40,0,0,1,-1.8
5,28,26,0,0,27.7
10,16,3,0,0,51.9
9,15,0,0,0,8.4
13,44,78,0,1,-17.3
10,55,65,0,1,-0.5
8,46,50,1,1,-0.8
5,30,55,0,0,46.8
7,24,24,0,0,45.4
13,49,35,0,1,-21.6
13,45,32,1,0,5.6
12,32,37,0,1,10.4
10,22,39,0,1,9.6
10,50,55,0,0,41.6
4,23,0,0,0,1.4
11,44,63,0,1,-36.5
11,46,53,0,0,-0.7
8,30,51,0,1,-7.8
8,50,95,0,1,6.4
10,17,12,0,1,-20.1
7,23,53,0,1,-10.3
10,40,29,1,0,32.5
9,49,68,1,0,-16.3
10,35,37,0,1,5.6
8,23,16,0,1,-46.6
8,19,0,0,1,2
9,57,81,0,0,-6.3
10,32,42,0,1,-26.6
9,37,68,0,0,26.1
10,26,19,0,0,8
7,50,77,0,0,13.5
5,15,0,1,0,33.1
6,30,50,0,0,25.8
8,42,57,1,0,31.5
13,66,72,0,1,-10
11,22,15,0,1,-4.1
7,5,0,0,1,-0.7
15,50,57,0,1,-23.7
6,39,67,0,0,31.6
9,36,55,0,0,5.1
8,6,0,0,1,-13.6
12,52,50,0,1,-21.6
12,47,67,1,0,-16.3
7,37,43,0,0,20.4
10,40,51,0,1,-24.9
10,40,23,0,0,-11.9
17,62,50,0,1,-49.5
11,35,18,1,1,-12
11,53,82,0,0,14
14,15,26,0,1,-33
9,27,26,0,1,4.9
14,51,71,0,0,3.7
5,23,46,0,0,26.8
7,49,80,0,1,-13.3
7,21,0,0,1,-27.5
12,61,89,0,0,33.7
2,32,32,0,0,25.1
9,56,76,1,0,44.4
9,37,51,0,0,-0.6
6,52,30,1,1,-5.6
7,53,86,1,1,-14.3
3,26,19,0,0,14.2
0,17,4,0,0,16.8
5,36,65,1,0,25.1
12,24,0,0,0,-14.9
7,40,83,0,0,2.2
9,33,22,0,0,-15.5
7,49,69,0,1,3.1
12,43,45,0,0,8.3
9,38,34,0,1,17.4
8,26,34,0,1,7.6
9,55,63,0,0,39.3
11,41,59,0,1,7.2
13,23,19,0,1,-5.1
6,45,49,0,0,8.6
4,25,20,0,0,42.1
7,38,45,1,1,-2
8,45,73,0,0,-0.5
10,10,0,0,1,-0.3
4,32,51,0,0,16.1
15,55,85,0,0,-16.7
10,50,60,0,1,-34.1
11,29,0,0,1,-48.7
10,50,42,1,0,17.3
7,27,0,0,1,-9.6
12,24,21,0,0,0.4
9,64,53,0,1,-4
8,31,18,0,0,35.7
9,50,65,0,1,-23.5
10,23,36,0,0,31.5
12,35,44,0,1,-1.9
12,44,46,0,0,15.6
7,30,55,0,0,1.9
9,38,29,0,0,24.1
9,31,36,0,0,-4.1
10,46,71,0,1,-30
5,29,6,1,1,-38.1
6,20,15,0,1,10.1
13,45,39,0,0,26.4
10,25,0,0,1,-30.3
15,16,0,0,1,-18.8
7,31,44,0,0,28.2
11,24,31,0,1,-25.3
12,24,0,0,1,-3.9
13,39,45,0,1,-20.5
13,60,60,0,0,10.3
13,60,69,0,1,-34.8
13,47,51,0,0,0.5
9,25,29,0,1,-22.1
8,5,0,0,1,-14
13,57,78,0,1,-40.9
11,19,0,0,1,-26.5
9,11,5,1,1,-22.5
7,43,77,0,0,20.9
8,16,18,0,0,26.6
8,15,0,1,0,10.1
13,7,8,0,1,-10.8
9,27,26,0,1,-30.3
11,24,25,0,0,27.8
3,53,59,0,0,13.8
7,10,0,0,1,-2.1
14,11,38,0,0,10.7
9,49,54,0,0,13.9
4,12,7,0,0,47.7
14,52,61,0,1,0.7
6,14,0,0,0,27.9
7,7,23,0,1,-1.1
9,38,21,0,0,-14.2
15,37,66,1,1,-61.2
4,31,47,0,0,52.9
10,55,109,0,1,-3.4
7,21,13,0,1,-0.7
13,40,101,0,1,-21.2
10,34,70,0,1,17.3
10,26,17,0,1,-31.3
10,41,54,0,0,8.1
12,37,70,0,0,14.8
12,74,98,0,1,-7.6
4,54,36,0,1,7.2
13,33,34,0,0,-10
6,32,22,1,0,14.9
1,16,2,0,0,23.5
13,35,80,0,1,-21.4
19,62,45,0,1,-27.5
5,37,47,0,0,27.8
2,50,82,0,0,36.7
5,40,68,1,0,21.6
14,13,17,0,1,-34.2
7,26,37,0,1,27.2
8,10,6,0,1,6.9
11,13,9,0,0,19.2
10,22,8,0,0,-11.7
10,25,21,0,1,11.3
14,27,47,0,0,20.2
11,31,44,0,1,-15.2
10,38,52,0,1,-15
9,26,8,0,0,1.1
3,27,0,1,0,12.6
7,27,57,0,0,4.6
6,16,19,0,1,-6.3
9,49,72,0,0,-0.7
15,23,26,0,1,-55.5
6,31,26,0,0,15.7
10,40,43,1,0,36.7
6,32,2,0,0,1.9
6,21,17,1,0,-15.1
8,0,10,0,1,7.7
9,21,29,0,0,-14
7,27,45,0,1,14.8
7,37,73,0,1,-21.8
8,23,10,0,0,-3
11,39,67,0,0,20.1
6,36,54,0,0,21.2
13,65,63,0,0,21.6
11,41,31,0,0,0
7,31,18,0,1,0
12,30,30,0,1,-35.1
11,30,26,0,0,16.6
4,40,55,0,0,14.8
10,50,67,0,1,-18.4
18,41,50,0,1,-5.8
11,34,5,0,0,32.9
12,31,45,0,0,25.5
12,52,67,0,0,44.8
9,9,7,0,0,9.2
9,8,0,0,1,-3.7
13,44,33,0,1,-0.3
9,31,0,0,1,-8.4
14,25,63,0,0,23.8
12,70,116,0,1,-21.6
11,46,63,1,1,-15.6
4,19,32,0,1,6.7
8,49,54,0,1,-18
4,9,25,0,1,-41.6
9,41,36,1,0,16.5
10,32,37,0,0,22.9
11,58,70,0,0,21.4
4,13,30,1,0,-14
13,34,71,0,0,-12.4
6,22,0,0,0,26.1
8,15,0,0,0,24.9
9,45,52,1,1,4.4
9,34,72,0,0,30.9
8,40,46,0,0,-2.3
11,36,21,0,1,-4.3
14,60,64,0,1,14.9
10,52,96,0,0,34.2
8,25,26,0,1,-1
18,22,0,0,1,-26.7
12,24,0,0,1,-46.3
12,24,2,1,1,-18.2
6,22,13,0,0,34.1
9,51,72,0,0,7.1
14,58,81,0,1,-11.3
6,53,49,0,0,12.4
11,46,35,0,0,13.1
9,28,49,0,1,13.8
10,32,35,0,0,0
13,22,65,0,0,3.7
12,45,51,0,1,-8.8
6,21,0,0,0,18.6
11,40,61,0,0,-9.3
8,43,78,0,0,35.8
15,25,0,0,1,-26.9
10,30,37,1,0,-8.7
15,33,71,0,0,4.5
8,40,63,1,0,-19.5
11,18,45,0,1,14.6
10,36,54,1,1,-17.2
12,43,53,0,1,-1.3
7,29,41,0,0,-6.3
12,35,50,0,0,12.4
8,42,18,1,0,15.9
15,51,76,1,1,-27.7
13,52,71,0,1,-14.8
13,44,52,1,0,5.1
16,27,33,0,1,-19.3
7,45,69,0,1,-27
9,41,51,0,0,26
9,27,37,1,0,13.5
10,37,52,0,1,-54.2
12,41,72,0,0,29.4
9,40,26,0,0,4.8
6,28,36,0,1,-1.8
10,54,75,0,1,4.7
9,37,51,0,1,10.7
12,46,74,0,1,-7.1
13,39,78,0,0,20.4
9,42,64,0,0,-21.1
13,58,84,0,1,-17.5
8,29,12,1,1,-2.2
9,32,7,1,1,-3.1
6,45,65,0,1,0.2
11,12,13,0,1,19.3
10,41,23,0,1,-23.8
10,17,0,0,1,-36.4
8,15,0,0,1,-17.6
9,38,41,0,1,-4
11,48,56,1,0,-16.6
12,34,0,0,0,-34
2,31,2,0,1,-4.5
11,60,72,0,1,-26.4
9,48,53,0,0,-0.8
10,47,66,0,0,27.2
10,38,53,0,1,-19.5
11,42,14,0,1,-10.2
8,30,31,0,0,15
14,43,10,0,0,-15.9
10,6,25,0,1,-7.3
11,19,38,0,1,-27
10,38,53,0,1,-17.2
10,31,21,1,1,-3.1
12,40,48,0,1,-19.8
8,46,60,0,0,41
7,41,46,0,0,19.2
10,41,14,0,0,21.4
5,33,20,0,0,34.2
12,5,0,0,1,-29.4
13,53,45,0,1,18.2
4,29,53,0,1,6.5
11,31,29,0,0,43.7
9,35,29,0,0,43
10,51,14,0,1,-24
11,37,44,0,0,-8.4
10,54,55,0,1,0.1
17,59,76,1,1,-25.1
10,7,7,0,0,-12.9
6,27,42,0,1,-31.2
7,35,60,0,1,27.3
6,46,57,0,1,-23.3
10,47,91,0,1,-25
5,39,59,0,0,24.1
12,40,75,0,1,9.6
9,31,55,1,1,-39.5
11,24,0,0,1,-27.5
11,32,74,0,1,-3.8
7,41,66,0,1,-10.7
10,23,0,0,0,8.3
11,23,3,0,1,-19.8
13,34,33,1,0,11.6
12,29,56,0,0,10.9
10,35,16,1,0,33.7
10,30,29,0,1,16.7
3,58,68,0,1,-6.6
6,41,28,0,0,5.5
13,41,47,1,0,0.6
13,42,34,0,1,-23.7
10,49,45,0,0,43.2
8,62,119,0,0,3.4
10,28,16,0,1,9
7,37,63,1,0,-17.6
9,37,39,0,1,-4
10,64,51,1,0,41.7
11,38,74,0,0,40.3
4,36,30,0,0,37.2
6,20,23,0,1,9.1
15,41,68,1,1,-3.9
5,32,58,0,0,23.6
15,23,29,0,1,-21.6
8,17,35,0,1,-27
8,0,0,0,1,0.5
12,31,30,0,1,-14.2
8,51,87,1,0,-14.8
5,40,35,0,0,-2.6
13,48,58,0,0,25.9
11,27,21,0,1,-18.1
10,19,32,1,1,-7.5
16,60,97,0,1,-26.4
11,19,23,0,1,-43.9
7,31,59,0,1,28.8
6,8,0,0,1,-29.6
10,36,48,0,1,-7.7
7,12,0,0,1,-10.6
3,11,19,0,0,-7.6
11,47,67,0,1,-49.4
13,13,0,0,1,-32.2
13,39,62,1,0,-16.2
13,26,36,0,1,-5.6
11,18,3,0,0,-10.1
10,34,30,0,1,-5.3
5,0,0,0,1,-4.3
11,28,34,0,1,-38.7
10,53,49,1,1,-24.4
9,37,64,0,0,19.1
11,28,39,0,1,-8.2
9,32,48,0,1,-2.7
8,38,0,0,0,18.2
8,19,12,0,1,-39.1
12,40,28,0,0,-13.7
10,50,60,0,1,-19.2
13,32,47,0,1,-5
7,36,60,0,1,-5.8
7,33,47,0,0,21.4
7,47,63,0,0,64.3
9,42,63,0,1,4.9
12,60,92,1,1,-0.2
14,39,45,0,1,0.9
12,61,76,0,1,-28
9,9,4,0,0,16.2
3,34,19,0,1,-8.7
10,64,83,1,0,28.8
10,69,99,0,0,19
10,30,28,1,1,-51.8
5,22,29,0,1,-1.8
9,55,95,1,0,-2.1
11,35,36,0,1,-17.1
12,39,36,0,1,-19.6
9,39,63,1,0,-21.1
11,48,75,0,1,-6.4
9,47,83,0,0,27.2
5,18,4,0,1,-22.7
12,24,0,0,1,-12.9
9,30,0,0,0,13
9,39,52,0,1,15.5
8,25,11,1,0,-6.4
9,26,21,1,0,-7.4
12,35,33,0,1,-12.6
12,33,0,0,1,-9.7
16,67,73,0,1,-37.4
9,25,44,1,0,10.8
7,53,79,0,1,-3.1
6,18,0,0,0,3.7
16,49,42,0,1,-41.7
8,31,22,1,0,9.6
8,6,3,0,1,-13
11,55,68,0,0,18.2
14,41,49,1,0,28.7
4,31,68,0,0,28.2
12,27,10,0,1,-42.1
8,56,60,0,0,53.7
9,43,42,0,0,37.4
11,23,15,0,0,28.1
10,32,30,0,0,16.6
10,33,0,1,1,-10.9
9,52,67,0,0,48.3
10,31,37,1,0,20.6
15,22,23,0,1,-37.6
9,20,28,0,1,-17.1
11,29,32,0,1,-5.9
11,40,46,0,1,-36.7
8,62,92,0,1,-18.6
10,29,38,0,1,-7.5
8,25,0,0,1,-5
7,39,9,1,1,9.5
11,41,15,0,1,-28
9,36,57,0,1,-11.2
7,37,54,0,1,15.9
13,8,3,0,1,-22.7
4,27,0,0,0,-2.5
12,20,16,0,0,13.9
12,56,43,0,0,-17.8
10,19,19,0,1,-2.1
7,30,5,0,0,21.4
15,21,8,0,1,-3.1
11,31,42,1,0,-15.1
11,35,50,0,1,-3
10,15,36,0,0,36.7
